content,score,thumbsUpCount,cleaned_content,sentiment_label
Keren dengerin musik tanpa iklan dan koleksi lagunya juga banyak,5,1,"['keren', 'dengerin', 'musik', 'tanpa', 'iklan', 'dan', 'koleksi', 'lagunya', 'juga', 'banyak']",positive
Terimakasih karena telah hadir di dunia ini,5,0,"['terimakasih', 'karena', 'telah', 'hadir', 'di', 'dunia', 'ini']",positive
mantap man,5,0,"['mantap', 'man']",positive
aku bisa jengar lagu sesuka hati🥰,5,0,"['aku', 'bisa', 'jengar', 'lagu', 'sesuka', 'hati']",neutral
sangat menghibur,5,0,"['sangat', 'menghibur']",positive
bagus,5,0,['bagus'],positive
musik nya udh lama gak di dengar tiba-tiba gak bisa didengerin lagi,1,0,"['musik', 'nya', 'sudah', 'lama', 'tidak', 'di', 'dengar', 'tibatiba', 'tidak', 'bisa', 'didengerin', 'lagi']",negative
Aplikasi ini sangat membantu buat plat list di mana mana..makasihhhhhhh sudah buat apl sebagus ini,5,0,"['aplikasi', 'ini', 'sangat', 'membantu', 'buat', 'plat', 'list', 'di', 'mana', 'manamakasihhhhhhh', 'sudah', 'buat', 'apl', 'sebagus', 'ini']",positive
Bagus app nya tapi kalo mau download musik harus pake premium dulu nah itu yang saya tidak suka,4,0,"['bagus', 'app', 'nya', 'tapi', 'kalo', 'mau', 'download', 'musik', 'harus', 'pake', 'premium', 'dulu', 'nah', 'itu', 'yang', 'saya', 'tidak', 'suka']",negative
sangat bagus sistem nya,5,0,"['sangat', 'bagus', 'sistem', 'nya']",positive
tolong iklannya dikurangin ya,3,0,"['tolong', 'iklannya', 'dikurangin', 'ya']",negative
mantap,5,0,['mantap'],positive
sipz mantap,5,0,"['sipz', 'mantap']",positive
bagus ada saran dan pilihan optional nya biar ga bosen tanpa perlu premium,5,0,"['bagus', 'ada', 'saran', 'dan', 'pilihan', 'optional', 'nya', 'biar', 'tidak', 'bosen', 'tanpa', 'perlu', 'premium']",positive
"tolong jangan premium, kita yang lagi galau belum mampu bayar prem :'(",1,0,"['tolong', 'jangan', 'premium', 'kita', 'yang', 'lagi', 'galau', 'belum', 'mampu', 'bayar', 'prem']",negative
Good aplikasi,5,0,"['good', 'aplikasi']",positive
Snagat baik,5,0,"['snagat', 'baik']",positive
enak banget pas lagi main ml sama kawan-kawan,5,0,"['enak', 'banget', 'pas', 'lagi', 'main', 'ml', 'sama', 'kawankawan']",positive
"Suara jernih, koleksi lengkap dan sangat cocok untuk pengisi waktu kerja atau dalam perjalanan",5,1,"['suara', 'jernih', 'koleksi', 'lengkap', 'dan', 'sangat', 'cocok', 'untuk', 'pengisi', 'waktu', 'kerja', 'atau', 'dalam', 'perjalanan']",positive
Good,5,0,['good'],positive
"Not bad... Tapi masih rancu dalam hal iklanny... Beberapa kali coba yg premium utk per 3 bulan seperti yg dikatakan iklannya. Ternyataaaaa oh ternyataaa buat yg punya credit card. Well, sedikit menyebalkan. Utk musik dan pilihannya bagus, tapi beberapa lagu blm ada dipilihanny.",5,193,"['not', 'bad', 'tapi', 'masih', 'rancu', 'dalam', 'hal', 'iklanny', 'beberapa', 'kali', 'coba', 'yang', 'premium', 'utk', 'per', 'bulan', 'seperti', 'yang', 'dikatakan', 'iklannya', 'ternyataaaaa', 'oh', 'ternyataaa', 'buat', 'yang', 'punya', 'credit', 'card', 'well', 'sedikit', 'menyebalkan', 'utk', 'musik', 'dan', 'pilihannya', 'bagus', 'tapi', 'beberapa', 'lagu', 'blm', 'ada', 'dipilihanny']",negative
"lumayan bagus aplikasi nya menurut ku,tapi sering buffering pas nyari lagu di pencarian",4,0,"['lumayan', 'bagus', 'aplikasi', 'nya', 'menurut', 'kutapi', 'sering', 'buffering', 'pas', 'nyari', 'lagu', 'di', 'pencarian']",positive
Sangat baguss aplikasi ini,5,0,"['sangat', 'baguss', 'aplikasi', 'ini']",positive
mantap,5,0,['mantap'],positive
bagus dan menarik lah karena bisa membuat kita bernostalgia trimaksih,4,1,"['bagus', 'dan', 'menarik', 'lah', 'karena', 'bisa', 'membuat', 'kita', 'bernostalgia', 'trimaksih']",positive
ok banget,5,0,"['ok', 'banget']",negative
jalanan nya bagus saya sampe ketiduran,5,0,"['jalanan', 'nya', 'bagus', 'saya', 'sampe', 'ketiduran']",positive
keren,5,0,['keren'],positive
bagus,5,0,['bagus'],positive
asik,5,0,['asik'],positive
kok sekarang gabisa putar lagu sesuai keinginan kita sih kalau mau putar lagu harus beli spotify premium. tapi lagu nya tetep bagus kok,4,3,"['kok', 'sekarang', 'gabisa', 'putar', 'lagu', 'sesuai', 'keinginan', 'kita', 'sih', 'kalau', 'mau', 'putar', 'lagu', 'harus', 'beli', 'spotify', 'premium', 'tapi', 'lagu', 'nya', 'tetep', 'bagus', 'kok']",positive
lagunya bikin aku tenang dan nyaman.,5,0,"['lagunya', 'bikin', 'aku', 'tenang', 'dan', 'nyaman']",positive
sukaaaaaa,5,0,['sukaaaaaa'],positive
"lagunya keren"" 👍👍👍👍👍",5,0,"['lagunya', 'keren']",positive
Bagus banget aplikasi nyaa cocok buat bersantai dan aku juga sering pake buat dengerin lagu galau kalo hati sedang terluka,5,0,"['bagus', 'banget', 'aplikasi', 'nyaa', 'cocok', 'buat', 'bersantai', 'dan', 'aku', 'juga', 'sering', 'pake', 'buat', 'dengerin', 'lagu', 'galau', 'kalo', 'hati', 'sedang', 'terluka']",positive
pelit lu spotify,1,0,"['pelit', 'lu', 'spotify']",negative
"Udah free banyak ngeluh di kasih iklan, hey itu pendapatan mereka buat manintenance aplikasi, kalo ga mau ada iklan, ya pake fitur berbayar/premium. Untuk masalah lagu acak/shuffle, sekali lagi ini app musik bukan untuk orang dengan mental gratisan, mau enak ya bayar, mau free ya nikmatin apa adanya aja. Udah gratis banyak maunya. Orang2 negeri wkwkwkland pada ga tau diri.",5,25,"['udah', 'free', 'banyak', 'ngeluh', 'di', 'kasih', 'iklan', 'hey', 'itu', 'pendapatan', 'mereka', 'buat', 'manintenance', 'aplikasi', 'kalo', 'tidak', 'mau', 'ada', 'iklan', 'ya', 'pake', 'fitur', 'berbayarpremium', 'untuk', 'masalah', 'lagu', 'acakshuffle', 'sekali', 'lagi', 'ini', 'app', 'musik', 'bukan', 'untuk', 'orang', 'dengan', 'mental', 'gratisan', 'mau', 'enak', 'ya', 'bayar', 'mau', 'free', 'ya', 'nikmatin', 'apa', 'adanya', 'saja', 'udah', 'gratis', 'banyak', 'maunya', 'orang', 'negeri', 'wkwkwkland', 'pada', 'tidak', 'tau', 'diri']",negative
"Ga bisa berkata-kata lagi ini bagus banget, dan layar nya juga bisa dimatiin+masih ada suaranya 👍🤩🤩🤩 kalian semua dari negara manapun suku manapun harus download aplikasi ini (Spotify) the beast banget🤩🤩🤩👍👍👍👍",5,2,"['tidak', 'bisa', 'berkatakata', 'lagi', 'ini', 'bagus', 'banget', 'dan', 'layar', 'nya', 'juga', 'bisa', 'dimatiinmasih', 'ada', 'suaranya', 'kalian', 'semua', 'dari', 'negara', 'manapun', 'suku', 'manapun', 'harus', 'download', 'aplikasi', 'ini', 'spotify', 'the', 'beast', 'banget']",positive
Nice,5,0,['nice'],positive
Sangat relax,5,0,"['sangat', 'relax']",positive
ok,5,0,['ok'],negative
"Aplikasi musik lengkap,menemani waktu senggang dan koleksi lagunya cukup banyak",5,1,"['aplikasi', 'musik', 'lengkapmenemani', 'waktu', 'senggang', 'dan', 'koleksi', 'lagunya', 'cukup', 'banyak']",positive
"Klu bisa jgn terlalu memaksa harus masuk ke premium karna ini kan pake kuota,jdi klu harus pake premium dan berlangganan keberatan",5,6,"['klu', 'bisa', 'jgn', 'terlalu', 'memaksa', 'harus', 'masuk', 'ke', 'premium', 'karna', 'ini', 'kan', 'pake', 'kuotajdi', 'klu', 'harus', 'pake', 'premium', 'dan', 'berlangganan', 'keberatan']",negative
Okee kereeen,5,0,"['okee', 'kereeen']",positive
"Aplikasinya bagus banget kita bisa dengerin lagu apa aja yg kita mau, dan sekarang Spotify juga udah ada fitur offline nya jadi gak khawatir takut nguras kuota.",5,2,"['aplikasinya', 'bagus', 'banget', 'kita', 'bisa', 'dengerin', 'lagu', 'apa', 'saja', 'yang', 'kita', 'mau', 'dan', 'sekarang', 'spotify', 'juga', 'udah', 'ada', 'fitur', 'offline', 'nya', 'jadi', 'tidak', 'khawatir', 'takut', 'nguras', 'kuota']",positive
tolong adain premium yang mingguan lagi dong,3,0,"['tolong', 'adain', 'premium', 'yang', 'mingguan', 'lagi', 'dong']",negative
"sangat bagus, jika masih ada yng komplain karena banyak iklan, itu berarti kamunya mesti up ke premium",5,3,"['sangat', 'bagus', 'jika', 'masih', 'ada', 'yng', 'komplain', 'karena', 'banyak', 'iklan', 'itu', 'berarti', 'kamunya', 'mesti', 'up', 'ke', 'premium']",positive
"Karena bisa mendengar banyak lagu itu saya suka apa lagi lagu ejen ali aja ada aku kira enggak ada iseng aja nulis ""lagu ejen ali"" tiba tiba muncul, kalian harus nyobain juga seru loh, enggak bayar sama sekali, setelah saya pakai lama lah ternyata harus pakai spotify premium",5,3,"['karena', 'bisa', 'mendengar', 'banyak', 'lagu', 'itu', 'saya', 'suka', 'apa', 'lagi', 'lagu', 'ejen', 'ali', 'saja', 'ada', 'aku', 'kira', 'enggak', 'ada', 'iseng', 'saja', 'nulis', 'lagu', 'ejen', 'ali', 'tiba', 'tiba', 'muncul', 'kalian', 'harus', 'nyobain', 'juga', 'seru', 'loh', 'enggak', 'bayar', 'sama', 'sekali', 'setelah', 'saya', 'pakai', 'lama', 'lah', 'ternyata', 'harus', 'pakai', 'spotify', 'premium']",positive
Kemahalan jirr awowkwokwkw,2,0,"['kemahalan', 'jirr', 'awowkwokwkw']",negative
"bagus banget, kalau galau tinggal dengerin lagu galau",5,0,"['bagus', 'banget', 'kalau', 'galau', 'tinggal', 'dengerin', 'lagu', 'galau']",positive
iye laguna alus jang maen epep bisa,5,0,"['iye', 'laguna', 'alus', 'jang', 'maen', 'epep', 'bisa']",neutral
"Baik, bagus, tidak terlalu sulit di gunakan",4,0,"['baik', 'bagus', 'tidak', 'terlalu', 'sulit', 'di', 'gunakan']",positive
"asikk bngtt oyyyy, gilaaa sii cuman yg bkin ga asik kaya bnyk podcast yg di hapus buat para pencinta m(4)f, HEHE. cape nyari' podcast yg bagus, gapapa de, pokona loveuuuuuuuu spootiiiifffyyyyyy‹𝟹‹𝟹‹𝟹‹𝟹‹𝟹‹𝟹",5,6,"['asikk', 'bngtt', 'oyyyy', 'gilaaa', 'sii', 'cuman', 'yang', 'bkin', 'tidak', 'asik', 'kaya', 'bnyk', 'podcast', 'yang', 'di', 'hapus', 'buat', 'para', 'pencinta', 'mf', 'hehe', 'cape', 'nyari', 'podcast', 'yang', 'bagus', 'gapapa', 'de', 'pokona', 'loveuuuuuuuu', 'spootiiiifffyyyyyy']",positive
keren,3,0,['keren'],positive
Selama saya menggunakannya bgs suara jernih dan lagu2nya lengkap semua.terima kasih spotify,5,1,"['selama', 'saya', 'menggunakannya', 'bgs', 'suara', 'jernih', 'dan', 'lagunya', 'lengkap', 'semuaterima', 'kasih', 'spotify']",positive
So..Good,5,0,['sogood'],positive
Apakah tidak bisa memutar musik secara offline?,4,1,"['apakah', 'tidak', 'bisa', 'memutar', 'musik', 'secara', 'offline']",neutral
ngeLAG parahhh,3,0,"['ngelag', 'parahhh']",negative
Sangat baik,5,0,"['sangat', 'baik']",positive
"Sangat bagus sekali, dengerin lagu2 kenangan instan sekali. Ini yang free aja udh bagus, apalagi yg premium😀",5,0,"['sangat', 'bagus', 'sekali', 'dengerin', 'lagu', 'kenangan', 'instan', 'sekali', 'ini', 'yang', 'free', 'saja', 'sudah', 'bagus', 'apalagi', 'yang', 'premium']",positive
bagus,5,0,['bagus'],positive
Suka sekali dengan sportify jadi tingal pilih lagu yg kita suka trima kasih .👍,5,1,"['suka', 'sekali', 'dengan', 'sportify', 'jadi', 'tingal', 'pilih', 'lagu', 'yang', 'kita', 'suka', 'trima', 'kasih']",positive
"Walaupun masih ada beberapa lagu atau grup band ketika diminta tidak ada, perlu bank data lagu yang banyak lagi sepertinya",5,1,"['walaupun', 'masih', 'ada', 'beberapa', 'lagu', 'atau', 'grup', 'band', 'ketika', 'diminta', 'tidak', 'ada', 'perlu', 'bank', 'data', 'lagu', 'yang', 'banyak', 'lagi', 'sepertinya']",neutral
setelah update jadi gk jelas,2,0,"['setelah', 'update', 'jadi', 'gk', 'jelas']",negative
aplikasi kikir😹,1,0,"['aplikasi', 'kikir']",neutral
Keren,5,0,['keren'],positive
